3   44.97000000   41.11500000     0 96000 130   0.00 TG   ARMAVIR RSBN Ch01 VORTAC
12  44.97000000   41.11500000     0 96000 130   0.00 TG   ARMAVIR RSBN Ch01 VORTAC DME
3   64.73500000  177.73166700   130 96115 130   0.00 UX   ANADYR RSBN Ch24 VORTAC
12  64.73500000  177.73166700   130 96115 130   0.00 UX   ANADYR RSBN Ch24 VORTAC DME
3   64.60166700   40.72000000    56 96095 130   0.00 AZ   ARKHANGELSK RSBN Ch20 VORTAC
12  64.60166700   40.72000000    56 96095 130   0.00 AZ   ARKHANGELSK RSBN Ch20 VORTAC DME
3   46.27666700   48.00333300   -86 96005 130   0.00 GV   ASTRAHAN RSBN Ch02 VORTAC
12  46.27666700   48.00333300   -86 96005 130   0.00 GV   ASTRAHAN RSBN Ch02 VORTAC DME
3   53.37333300   83.57833300   776 96190 130   0.00 00   BARNAUL RSBN Ch39 VORTAC
12  53.37333300   83.57833300   776 96190 130   0.00 00   BARNAUL RSBN Ch39 VORTAC DME
3   52.91666700  103.57833300  1447 96025 130   0.00 GW   BELAYA RSBN Ch06 VORTAC
12  52.91666700  103.57833300  1447 96025 130   0.00 GW   BELAYA RSBN Ch06 VORTAC DME
3   57.87333300  114.22833300  2000 96185 130   0.00 IA   BODAYBO RSBN Ch38 VORTAC
12  57.87333300  114.22833300  2000 96185 130   0.00 IA   BODAYBO RSBN Ch38 VORTAC DME
3   43.40333300  132.15333300    42 96125 130   0.00 JL   KNEVICHI RSBN Ch26 VORTAC
12  43.40333300  132.15333300    42 96125 130   0.00 JL   KNEVICHI RSBN Ch26 VORTAC DME
3   43.91166700  131.92000000   128 96030 130   0.00 ZL   VOZDVIZHENKA RSBN Ch07 VORTAC
12  43.91166700  131.92000000   128 96030 130   0.00 ZL   VOZDVIZHENKA RSBN Ch07 VORTAC DME
3   48.78000000   44.34500000   446 96175 130   0.00 WG   WOLGOGRAD RSBN Ch36 VORTAC
12  48.78000000   44.34500000   446 96175 130   0.00 WG   WOLGOGRAD RSBN Ch36 VORTAC DME
3   67.49000000   63.98833300   497 96090 130   0.00 DW   WORKUTA RSBN Ch19 VORTAC
12  67.49000000   63.98833300   497 96090 130   0.00 DW   WORKUTA RSBN Ch19 VORTAC DME
3   43.39333300   45.70500000   563 96145 130   0.00 00   GROZNY RSBN Ch30 VORTAC
12  43.39333300   45.70500000   563 96145 130   0.00 00   GROZNY RSBN Ch30 VORTAC DME
3   73.51666700   80.41333300     0 96110 130   0.00 QK   DIKSON RSBN Ch23 VORTAC
12  73.51666700   80.41333300     0 96110 130   0.00 QK   DIKSON RSBN Ch23 VORTAC DME
3   57.72333300   36.65000000   454 96055 130   0.00 AL   DOROHOVO RSBN Ch12 VORTAC
12  57.72333300   36.65000000   454 96055 130   0.00 AL   DOROHOVO RSBN Ch12 VORTAC DME
3   56.73833300   60.83000000   753 96010 130   0.00 ED   KOLTSOVO RSBN Ch03 VORTAC
12  56.73833300   60.83000000   753 96010 130   0.00 ED   KOLTSOVO RSBN Ch03 VORTAC DME
3   50.19000000  129.50000000   764 96145 130   0.00 GT   ZAVITINSK RSBN Ch30 VORTAC
12  50.19000000  129.50000000   764 96145 130   0.00 GT   ZAVITINSK RSBN Ch30 VORTAC DME
3   56.95333300   40.89833300   401 96105 130   0.00 AL   YUZHNY RSBN Ch22 VORTAC
12  56.95333300   40.89833300   401 96105 130   0.00 AL   YUZHNY RSBN Ch22 VORTAC DME
3   54.89166700   20.58500000    26 96015 130   0.00 KR   KHRABROVO RSBN Ch04 VORTAC
12  54.89166700   20.58500000    26 96015 130   0.00 KR   KHRABROVO RSBN Ch04 VORTAC DME
3   55.27166700   86.12000000   801 96065 130   0.00 NC   KEMEROVO RSBN Ch14 VORTAC
12  55.27166700   86.12000000   801 96065 130   0.00 NC   KEMEROVO RSBN Ch14 VORTAC DME
3   58.32833300   82.92666700   234 96185 130   0.00 FB   KOLPASHEVO RSBN Ch38 VORTAC
12  58.32833300   82.92666700   234 96185 130   0.00 FB   KOLPASHEVO RSBN Ch38 VORTAC DME
3   50.61333300  137.08500000    77 96085 130   0.00 UI   DZEMGI RSBN Ch18 VORTAC
12  50.61333300  137.08500000    77 96085 130   0.00 UI   DZEMGI RSBN Ch18 VORTAC DME
3   60.99666700   46.86500000   212 96135 130   0.00 BR   KOTLAS RSBN Ch28 VORTAC
12  60.99666700   46.86500000   212 96135 130   0.00 BR   KOTLAS RSBN Ch28 VORTAC DME
3   51.75500000   36.29166700   666 96155 130   0.00 WA   KURSK RSBN Ch32 VORTAC
12  51.75500000   36.29166700   666 96155 130   0.00 WA   KURSK RSBN Ch32 VORTAC DME
3   50.20166700   45.21500000   341 96065 130   0.00 MA   LEBYAZHYE RSBN Ch14 VORTAC
12  50.20166700   45.21500000   341 96065 130   0.00 MA   LEBYAZHYE RSBN Ch14 VORTAC DME
3   54.90833300   39.03833300   525 96135 130   0.00 GW   LUCHOVICY RSBN Ch28 VORTAC
12  54.90833300   39.03833300   525 96135 130   0.00 GW   LUCHOVICY RSBN Ch28 VORTAC DME
3   53.47000000  125.81166700  1191 96020 130   0.00 GU   MAGDAGACHI RSBN Ch05 VORTAC
12  53.47000000  125.81166700  1191 96020 130   0.00 GU   MAGDAGACHI RSBN Ch05 VORTAC DME
3   42.81666700   47.64166700    29 96130 130   0.00 SM   UYTASH RSBN Ch27 VORTAC
12  42.81666700   47.64166700    29 96130 130   0.00 SM   UYTASH RSBN Ch27 VORTAC DME
3   44.22500000   43.09333300  1024 96160 130   0.00 MW   MINERALNYE RSBN Ch33 VORTAC
12  44.22500000   43.09333300  1024 96160 130   0.00 MW   MINERALNYE RSBN Ch33 VORTAC DME
3   62.55000000  114.09000000  1060 96010 130   0.00 SG   MIRNY RSBN Ch03 VORTAC
12  62.55000000  114.09000000  1060 96010 130   0.00 SG   MIRNY RSBN Ch03 VORTAC DME
3   53.72333300  119.75833300  2262 96110 130   0.00 KU   MOGOCHA RSBN Ch23 VORTAC
12  53.72333300  119.75833300  2262 96110 130   0.00 KU   MOGOCHA RSBN Ch23 VORTAC DME
3   55.59833300   37.27833300   666 96015 130   0.00 OB   VNUKOVO RSBN Ch04 VORTAC
12  55.59833300   37.27833300   666 96015 130   0.00 OB   VNUKOVO RSBN Ch04 VORTAC DME
3   69.10500000   32.42666700   233 96120 130   0.00 VA   KILPYAVR RSBN Ch25 VORTAC
12  69.10500000   32.42666700   233 96120 130   0.00 VA   KILPYAVR RSBN Ch25 VORTAC DME
3   56.26000000   43.77666700   244 96125 130   0.00 UV   STRIGINO RSBN Ch26 VORTAC
12  56.26000000   43.77666700   244 96125 130   0.00 UV   STRIGINO RSBN Ch26 VORTAC DME
3   65.47500000   72.70500000    24 96180 130   0.00 PZ   NADYM RSBN Ch37 VORTAC
12  65.47500000   72.70500000    24 96180 130   0.00 PZ   NADYM RSBN Ch37 VORTAC DME
3   56.91000000  124.88166700  2790 96085 130   0.00 RQ   CHYLMAN RSBN Ch18 VORTAC
12  56.91000000  124.88166700  2790 96085 130   0.00 RQ   CHYLMAN RSBN Ch18 VORTAC DME
3   53.81500000   86.87500000   962 96170 130   0.00 UF   NOVOKUZNETSK RSBN Ch35 VORTAC
12  53.81500000   86.87500000   962 96170 130   0.00 UF   NOVOKUZNETSK RSBN Ch35 VORTAC DME
3   55.10333300   83.01833300   616 96130 130   0.00 KP   YELTSOVKA RSBN Ch27 VORTAC
12  55.10333300   83.01833300   616 96130 130   0.00 KP   YELTSOVKA RSBN Ch27 VORTAC DME
3   55.01500000   82.66833300   346 96115 130   0.00 KT   TOLMACHEVO RSBN Ch24 VORTAC
12  55.01500000   82.66833300   346 96115 130   0.00 KT   TOLMACHEVO RSBN Ch24 VORTAC DME
3   69.31833300   87.35333300   532 96170 130   0.00 BF   ALYKEL RSBN Ch35 VORTAC
12  69.31833300   87.35333300   532 96170 130   0.00 BF   ALYKEL RSBN Ch35 VORTAC DME
3   60.41333300  120.44333300   719 96005 130   0.00 ON   OLEKMINSK RSBN Ch02 VORTAC
12  60.41333300  120.44333300   719 96005 130   0.00 ON   OLEKMINSK RSBN Ch02 VORTAC DME
3   68.15333300   33.48833300   643 96105 130   0.00 PL   OLENYA RSBN Ch22 VORTAC
12  68.15333300   33.48833300   643 96105 130   0.00 PL   OLENYA RSBN Ch22 VORTAC DME
3   54.97666700   73.56000000   377 96030 130   0.00 LD   SEVERNY RSBN Ch07 VORTAC
12  54.97666700   73.56000000   377 96030 130   0.00 LD   SEVERNY RSBN Ch07 VORTAC DME
3   54.96000000   73.29833300   292 96150 130   0.00 RM   CENTRALNY RSBN Ch31 VORTAC
12  54.96000000   73.29833300   292 96150 130   0.00 RM   CENTRALNY RSBN Ch31 VORTAC DME
3   53.51500000  142.88833300    66 96110 130   0.00 TQ   OHA RSBN Ch23 VORTAC
12  53.51500000  142.88833300    66 96110 130   0.00 TQ   OHA RSBN Ch23 VORTAC DME
3   69.79333300  170.58166700     0 96160 130   0.00 BM   PEVEK RSBN Ch33 VORTAC
12  69.79333300  170.58166700     0 96160 130   0.00 BM   PEVEK RSBN Ch33 VORTAC DME
3   53.10833300   45.01166700   521 96035 130   0.00 RN   PENZA RSBN Ch08 VORTAC
12  53.10833300   45.01166700   521 96035 130   0.00 RN   PENZA RSBN Ch08 VORTAC DME
3   57.91666700   56.03333300   413 96095 130   0.00 PX   PERM RSBN Ch20 VORTAC
12  57.91666700   56.03333300   413 96095 130   0.00 PX   PERM RSBN Ch20 VORTAC DME
3   65.11333300   57.12666700   157 96160 130   0.00 PM   PECHORA RSBN Ch33 VORTAC
12  65.11333300   57.12666700   157 96160 130   0.00 PM   PECHORA RSBN Ch33 VORTAC DME
3   57.78500000   28.40666700   151 96180 130   0.00 NP   PSKOV RSBN Ch37 VORTAC
12  57.78500000   28.40666700   151 96180 130   0.00 NP   PSKOV RSBN Ch37 VORTAC DME
3   55.53166700   38.18500000   354 96025 130   0.00 00   RAMENSKOYE RSBN Ch06 VORTAC
12  55.53166700   38.18500000   354 96025 130   0.00 00   RAMENSKOYE RSBN Ch06 VORTAC DME
3   47.27166700   39.83333300   313 96170 130   0.00 RN   ROSTOV RSBN Ch35 VORTAC
12  47.27166700   39.83333300   313 96170 130   0.00 RN   ROSTOV RSBN Ch35 VORTAC DME
3   53.22833300   50.33500000   111 96100 130   0.00 NA   BEZYMYANKA RSBN Ch21 VORTAC
12  53.22833300   50.33500000   111 96100 130   0.00 NA   BEZYMYANKA RSBN Ch21 VORTAC DME
3   53.50166700   50.14000000   450 96020 130   0.00 FK   KURUMOCH RSBN Ch05 VORTAC
12  53.50166700   50.14000000   450 96020 130   0.00 FK   KURUMOCH RSBN Ch05 VORTAC DME
3   68.87166700   33.71000000   497 96020 130   0.00 JN   SEVEROMORSK RSBN Ch05 VORTAC
12  68.87166700   33.71000000   497 96020 130   0.00 JN   SEVEROMORSK RSBN Ch05 VORTAC DME
3   49.23666700  140.17666700   670 96165 130   0.00 RO   SOVGAVAN RSBN Ch34 VORTAC
12  49.23666700  140.17666700   670 96165 130   0.00 RO   SOVGAVAN RSBN Ch34 VORTAC DME
3   58.14833300   30.31666700   142 96135 130   0.00 FB   SOLCY RSBN Ch28 VORTAC
12  58.14833300   30.31666700   142 96135 130   0.00 FB   SOLCY RSBN Ch28 VORTAC DME
3   59.81166700   30.27166700    61 96005 130   0.00 PO   PULKOVO RSBN Ch02 VORTAC
12  59.81166700   30.27166700    61 96005 130   0.00 PO   PULKOVO RSBN Ch02 VORTAC DME
3   59.35833300   30.04500000   323 96195 130   0.00 RS   SIVERSKY RSBN Ch40 VORTAC
12  59.35833300   30.04500000   323 96195 130   0.00 RS   SIVERSKY RSBN Ch40 VORTAC DME
3   57.95666700   31.38500000    80 96060 130   0.00 00   STARAYA RSBN Ch13 VORTAC
12  57.95666700   31.38500000    80 96060 130   0.00 00   STARAYA RSBN Ch13 VORTAC DME
3   47.19333300   38.85833300    46 96120 130   0.00 UF   TAGANROG RSBN Ch25 VORTAC
12  47.19333300   38.85833300    46 96120 130   0.00 UF   TAGANROG RSBN Ch25 VORTAC DME
3   56.82500000   35.74166700   456 96040 130   0.00 KU   MIGALOVO RSBN Ch09 VORTAC
12  56.82500000   35.74166700   456 96040 130   0.00 KU   MIGALOVO RSBN Ch09 VORTAC DME
3   71.69500000  128.91500000    32 96110 130   0.00 KF   TIKSI RSBN Ch23 VORTAC
12  71.69500000  128.91500000    32 96110 130   0.00 KF   TIKSI RSBN Ch23 VORTAC DME
3   54.26000000   48.22833300   425 96005 130   0.00 LS   ULYANOVSK RSBN Ch02 VORTAC
12  54.26000000   48.22833300   425 96005 130   0.00 LS   ULYANOVSK RSBN Ch02 VORTAC DME
3   54.40333300   48.81500000   196 96145 130   0.00 DR   VOSTOCHNY RSBN Ch30 VORTAC
12  54.40333300   48.81500000   196 96145 130   0.00 DR   VOSTOCHNY RSBN Ch30 VORTAC DME
3   52.82166700  156.27833300    36 96060 130   0.00 UB   UST-BOLSHERETSK RSBN Ch13 VORTAC
12  52.82166700  156.27833300    36 96060 130   0.00 UB   UST-BOLSHERETSK RSBN Ch13 VORTAC DME
3   54.55500000   55.89333300   377 96170 130   0.00 RG   UFA RSBN Ch35 VORTAC
12  54.55500000   55.89333300   377 96170 130   0.00 RG   UFA RSBN Ch35 VORTAC DME
3   48.53000000  135.19666700   228 96070 130   0.00 BD   KHABAROVSK RSBN Ch15 VORTAC
12  48.53000000  135.19666700   228 96070 130   0.00 BD   KHABAROVSK RSBN Ch15 VORTAC DME
3   44.67833300   40.03166700   577 96165 130   0.00 00   KHANSKAYA RSBN Ch34 VORTAC
12  44.67833300   40.03166700   577 96165 130   0.00 00   KHANSKAYA RSBN Ch34 VORTAC DME
3   55.25166700   61.30333300   750 96080 130   0.00 MZ   CHELYABINSK RSBN Ch17 VORTAC
12  55.25166700   61.30333300   750 96080 130   0.00 MZ   CHELYABINSK RSBN Ch17 VORTAC DME
3   68.75333300  161.34333300   126 96065 130   0.00 CE   CHERSKY RSBN Ch14 VORTAC
12  68.75333300  161.34333300   126 96065 130   0.00 CE   CHERSKY RSBN Ch14 VORTAC DME
3   55.88000000   38.05000000   487 96045 130   0.00 OF   CHKALOVSKY RSBN Ch10 VORTAC
12  55.88000000   38.05000000   487 96045 130   0.00 OF   CHKALOVSKY RSBN Ch10 VORTAC DME
3   70.62833300  147.90666700    89 96005 130   0.00 QG   CHOKURDAH RSBN Ch02 VORTAC
12  70.62833300  147.90666700    89 96005 130   0.00 QG   CHOKURDAH RSBN Ch02 VORTAC DME
3   46.88500000  142.71000000    32 96060 130   0.00 SL   KHOMUTOVO RSBN Ch13 VORTAC
12  46.88500000  142.71000000    32 96060 130   0.00 SL   KHOMUTOVO RSBN Ch13 VORTAC DME
3   62.09000000  129.78166700   407 96060 130   0.00 UD   YAKUTSK RSBN Ch13 VORTAC
12  62.09000000  129.78166700   407 96060 130   0.00 UD   YAKUTSK RSBN Ch13 VORTAC DME
3   45.69666700   34.41000000    82 96065 130   0.00 DN   DJANKOY RSBN Ch14 VORTAC
12  45.69666700   34.41000000    82 96065 130   0.00 DN   DJANKOY RSBN Ch14 VORTAC DME
3   48.07666700   37.74500000   764 96075 130   0.00 DN   DONETSK RSBN Ch16 VORTAC
12  48.07666700   37.74500000   764 96075 130   0.00 DN   DONETSK RSBN Ch16 VORTAC DME
3   50.15666700   28.73833300   741 96135 130   0.00 DO   OZERNOYE RSBN Ch28 VORTAC
12  50.15666700   28.73833300   741 96135 130   0.00 DO   OZERNOYE RSBN Ch28 VORTAC DME
